id,release_id,information_system,information_institution,information_storage_vendor,information_filesystem_type,information_client_nodes,information_client_total_procs,io500_score,io500_bw,io500_md,io500_tot_iops,information_data,information_10_node_challenge,information_list_name,information_identifier,information_submitter,information_submission_date,information_embargo_end_date,information_storage_install_date,information_storage_refresh_date,information_filesystem_name,information_filesystem_version,information_client_procs_per_node,information_client_operating_system,information_client_operating_system_version,information_client_kernel_version,information_md_nodes,information_md_storage_devices,information_md_storage_type,information_md_volatile_memory_capacity,information_md_storage_interface,information_md_network,information_md_software_version,information_md_operating_system_version,information_ds_nodes,information_ds_storage_devices,information_ds_storage_type,information_ds_volatile_memory_capacity,information_ds_storage_interface,information_ds_network,information_ds_software_version,information_ds_operating_system_version,information_note,information_best,ior_easy_write,ior_easy_read,ior_hard_write,ior_hard_read,mdtest_easy_write,mdtest_easy_stat,mdtest_easy_delete,mdtest_hard_write,mdtest_hard_read,mdtest_hard_stat,mdtest_hard_delete,find_easy,find_hard,marker_score,marker_md,storage_data,status,include_in_io500,valid_from,valid_to
176,ISC20,Mistral,"German Climate Computing Center",Cray,Lustre1,10,120,7.920000,2.930000,21.360000,18.570000,zip,,isc20,2020-07-27,"Julian Kunkel",7/13/20,,2015-03-01,,Lustre01,2.11.0.300_cray_102_g3dbace1,12,RHEL,6.10,2.6.32-754.14.2.el6.x86_64,1,,,,,Infiniband,,,62,5208,HDD,,,Infiniband,,,,,28.68000,26.08,0.11,0.93,14.03,37.48,8.06,10.55,15.59,30.20,8.34,248,,,,-,VALID,,7/13/20,
177,ISC20,Vast,"Janelia Research Campus, HHMI","Vast Data",Vast,10,480,7.770000,5.390000,11.180000,14.770000,zip,,sc19,2019-11-35,"Scientific Computing Systems",7/28/19,,1/2019,,"Qumulo Core",1.2.4,48,"Scientific Linux",7.6,3.10.0-957.10.1.el7.x86_64,16,260,SSD,128GB,NVMeoF,50GbE,,,4,1120,"3DXP/NVMe SSD",128GB,NVMeoF,100GbE,,,,,10.56000,14.66,2.06,2.65,32.81,148.15,32.23,0.86,6.95,8.87,0.87,34,,,,-,VALID,,7/28/19,
178,ISC20,Palmetto,"Clemson University",Dell,BeeGFS,48,48,7.640000,2.930000,19.880000,17.700000,zip,,sc18,2018-11-22,"Clemson ACI",11/22/18,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,16,10,HDD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,,,4.43000,3.07,3.91,1.40,55.01,87.09,60.61,2.89,11.88,38.78,5.38,12,,Â§,Â§,-,VALID,,10/22/18,
179,ISC20,Bytecollider,CERN,,CephFS,64,64,7.560000,2.830000,20.160000,17.650000,zip,,sc18,2018-11-30,"Pablo Llopis Sanmillan, Dan Van Der Ster",11/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,,72,3,SSD,128GB,"Ethernet 10Gbps","Ethernet 10Gbps, InfiniBand",12.2.9,7.5,72,3,SSD,128GB,SATA,"Ethernet 10Gbps",12.2.8,7.5,,,4.73000,7.36,0.82,2.25,4.34,17.30,2.43,4.12,7153.97,14.63,3.40,102,,Â§,Â§,-,VALID,,11/1/19,
180,ISC20,ofsdev,"Clemson University",Dell,Lustre,10,40,7.360000,1.900000,28.590000,19.500000,zip,,sc18,2018-11-43,"Clemson ACI",11/1/19,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",2.10.5,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",2.10.5,7.5,,,9.84000,5.23,0.14,1.81,18.20,55.97,20.15,15.69,19.43,23.87,8.14,368,,Â§,Â§,-,VALID,,11/1/19,
182,ISC20,Vast,"Janelia Research Campus, Howard Hughes Medical Institute","Vast Data","Scale-out NAS",10,620,7.270000,5.960000,8.860000,13.080000,zip,,isc20,2020-07-22,"Janelia Scientific Computing Systems",7/13/20,,1/2019,8/2019,,2.0.6,62,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,24,12,3DXPNVMeSSD,,NVMeoF,50GbE,,,68,220,NVMe-SSD,,NVMe,Ethernet,,,,,8.40000,19.66,1.75,4.37,22.62,110.87,21.93,0.64,4.89,9.30,0.76,31,,,,-,VALID,,7/13/20,
184,ISC20,Sherlock/Regal,Stanford,Dell,Lustre,10,160,7.050000,1.640000,30.280000,19.300000,zip,,sc19,2019-11-29,"Stanford Research Computing Center",11/8/19,,2013-05-28,2016-08-05,Sherlock/Regal,2.8.0,16,CentOS,7.6,3.10.0-957.27.2.el7.x86_64,1,1,HDD,128GB,SAS,Infiniband,2.8.0,6.7,18,108,NL-SAS7.2K,128GB,SAS,Infiniband,2.8.0,6.7,,,3.66000,6.68,0.42,0.71,13.11,129.69,12.34,11.73,19.32,41.74,7.74,460,,,,-,VALID,1,11/8/19,
185,ISC20,Mistral,"German Climate Computing Center",Cray,Lustre1,10,120,6.920000,2.890000,16.570000,15.590000,zip,,isc20,2020-07-62,"Julian Kunkel",7/13/20,,2015-03-01,,Lustre01,2.11.0.300_cray_102_g3dbace1,12,RHEL,6.10,2.6.32-754.14.2.el6.x86_64,1,,,,,Infiniband,,,62,5208,HDD,,,Infiniband,,,,,30.78000,25.73,0.11,0.79,13.63,37.68,7.07,9.68,10.70,29.89,8.05,63,,,,-,VALID,,7/13/20,
187,ISC20,"IST Austria HPC","IST Austria",Homemade@IST,BeeGFS,10,100,6.630000,1.390000,31.620000,18.800000,zip,,sc19,2019-11-13,"Janos Kiss",11/8/19,,2019-09-02,,BeeGFS,7.1.3,10,Debian,"Debian 9 (stretch)",4.9.0-9-amd64,2,2,"NVMe Samsung PM1725A 6.4TB",128GB,NVMe,IB-EDR,"EXT4, BeeGFS 7.1.3","Debian 9 (stretch)",3,132,"HDD HGST_HUH721010ALE600 10TB 7200RPM",128GB,"PCI-e 3.0 x8 LSI9300-8e HBA 12Gbps SAS-SATA",IB-EDR,"ZFS 0.8.2, BeeGFS 7.1.3","Debian 9 (stretch)",,,5.65000,8.39,0.23,0.34,31.21,131.81,39.34,8.17,18.72,37.08,9.75,112,,,,-,VALID,1,11/8/19,
188,ISC20,dm11,"Janelia Research Campus, HHMI",,"Scale-out NAS",10,760,6.420000,2.610000,15.820000,14.610000,zip,,sc19,2019-11-43,"Janelia Scientific Computing Systems",11/10/19,,3/2018,,,8.1.2,76,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,12,15,SAS-SSD,,SAS,40gigE,8.1.2,,56,15,HDD,,SATA,Ethernet,,,,,16.13000,13.39,0.04,5.95,102.15,290.65,12.64,0.99,18.05,13.61,0.35,123,,,,-,VALID,1,11/10/19,
190,ISC20,VastTest,"Janelia Research Campus, Howard Hughes Medical Institute","Vast Data","Scale-out NAS",10,620,6.200000,3.510000,10.950000,12.620000,zip,,isc20,2020-07-31,"Janelia Scientific Computing Systems",7/13/20,,11/2019,,,2.0.7,62,Scientific-Linux,7.7,3.10.0-1062.9.1.el7.x86_64,4,12,3DXP-NVMe,,NVMeoF,50GbE,,,1,132,SSD-NVMe,,NVMeoF,100GbE,,,,,2.89000,12.63,1.10,3.75,12.46,84.28,9.63,2.25,11.52,20.81,1.79,21,,,,-,VALID,,7/13/20,
197,ISC20,VastTest,"Janelia Research Campus, Howard Hughes Medical Institute","Vast Data","Scale-out NAS",10,620,5.680000,3.670000,8.800000,11.070000,zip,,isc20,2020-07-20,"Janelia Scientific Computing Systems",7/13/20,,11/2019,8/2019,,2.0.7,62,Scientific-Linux,7.7,3.10.0-1062.9.1.el7.x86_64,4,12,3DXP-NVMe,,NVMeoF,50GbE,,,1,132,SSD-NVMe,,NVMeoF,100GbE,,,,,2.75000,14.89,1.17,3.80,12.61,88.41,10.02,2.25,11.94,21.89,1.86,3,,,,-,VALID,,7/13/20,
201,ISC20,VastTest,"Janelia Research Campus, Howard Hughes Medical Institute","Vast Data","Scale-out NAS",10,620,4.980000,3.560000,6.960000,9.370000,zip,,isc20,2020-07-12,"Janelia Scientific Computing Systems",7/13/20,,12/2019,,,2.0.7,62,Scientific-Linux,7.7,3.10.0-1062.9.1.el7.x86_64,4,12,3DXP-NVMe,,NVMeoF,50GbE,,,1,132,SSD-NVMe,,NVMeoF,100GbE,,,,,3.02000,13.08,1.14,3.57,12.80,82.42,10.24,2.27,11.88,22.25,2.02,0,,,,-,VALID,,7/13/20,
206,ISC20,nrs,"Janelia Research Campus, HHMI",Qumulo,"Scale-out NAS",10,760,4.190000,2.880000,6.110000,8.010000,zip,,sc19,2019-11-36,"Janelia Scientific Computing Systems",11/10/19,,9/2016,,"Qumulo FS",2.14.0.1,76,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,,13,SSD,,SATA,,,,20,26,HDD,,SATA,Ethernet,,,,,5.44000,13.37,0.17,5.71,9.03,171.20,10.77,0.21,9.81,9.07,0.18,35,,,,-,VALID,1,11/10/19,
208,ISC20,nearline4,"Janelia Research Campus, HHMI",Qumulo,"Scale-out NAS",10,760,3.670000,2.450000,5.490000,7.070000,zip,,sc19,2019-11-24,"Janelia Scientific Computing Systems",11/10/19,,11/2018,,"Qumulo FS",2.14.0.1,76,Scientific-Linux,7.6,3.10.0-957.10.1.el7.x86_64,,3,SSD,,SATA,,,,40,12,HDD,,SATA,Ethernet,,,,,6.71000,8.32,0.13,4.99,8.17,147.78,5.64,0.18,11.88,10.28,0.18,31,,,,-,VALID,1,11/10/19,
212,ISC20,SDumont,LNCC,Cay/HPE,Lustre,10,240,3.060000,2.320000,4.020000,5.640000,zip,,isc20,2020-07-3,"AndrÃ© Ramos Carneiro",7/13/20,,2016-01-13,2020-04-13,scratch,2.12,24,"Red Hat Enterprise Linux Server",7.6,3.10.0-957.el7.x86_64,1,40,HDD,"64 GiB",SAS,"IB FDR",2.12,,10,40,HDD,"32 GiB",SAS,"IB FDR",2.12,,,,16.89000,14.55,0.08,1.56,0.17,13.59,21.99,0.17,5.28,15.36,8.11,12,,,,-,VALID,,7/13/20,
3,SC19,"WekaIO on AWS",WekaIO,WekaIO,"WekaIO Matrix",345,8625,938.950000,174.740000,5045.330000,2770.210000,zip,,sc19,2019-11-41,"Alexander Howard",11/11/19,,2019-11-08,,WekaIO,3.5,25,"Amazon Linux","AMI release 2017.09",4.9.51-10.52.amzn1.x86_64,120,8,NVMe,"768.0 GiB",NVMe,Ethernet,3.5,"Amazon Linux AMI release 2017.09",120,960,NVMe,"768.0 GiB",NVMe,Ethernet,3.5,"Amazon Linux AMI release 2017.09",,,298.13000,325.62,71.57,134.20,2235.66,36673.30,3385.19,438.86,7709.03,28649.10,476.12,32781,,,,-,VALID,1,11/11/19,
4,SC19,Wolf,Intel,Intel,DAOS,26,728,933.640000,183.360000,4753.790000,2705.530000,zip,,sc19,2019-11-20,Intel,11/8/19,,,,DAOS,0.6,28,CentOS,7.7,3.10.0-1062.1.2.el7.x86_64,0,0,,,,,,,24,48,"Optane DC Persistent Memory",128GB,DDR-T,Omnipath,0.6,7.7,,,108.24000,308.91,122.91,275.09,6003.60,7237.00,4556.56,2417.72,4067.59,6870.70,4551.32,4284,,,,-,VALID,1,11/8/19,
11,SC19,Wolf,Intel,Intel,DAOS,10,310,516.410000,123.890000,2152.460000,1399.890000,zip,,sc19,2019-11-15,Intel,11/8/19,,,,DAOS,0.6,31,CentOS,7.7,3.10.0-1062.1.2.el7.x86_64,0,0,,,,,,,24,48,"Optane DC Persistent Memory",128GB,DDR-T,Omnipath,0.6,7.7,,,108.31000,185.12,93.18,126.12,2615.89,2856.70,1880.53,1273.79,1897.29,2829.32,1869.05,2566,,,,-,VALID,1,11/8/19,
15,SC19,Tianhe-2E,"National Supercomputing Center in Changsha","National University of Defense Technology",Lustre,480,5280,453.680000,209.430000,982.780000,988.790000,zip,,sc19,2019-11-32,"Ruibo Wang",11/10/19,,2019-08-01,2019-08-01,Tianhe-FS,2.12.2,11,"Kylin Linux",4,3.10.0,40,1,SSD,1.6TB,NVMe,OPA,2.12.2,4,52,572,SSD,17.6TB,NVMe,OPA,2.12.2,4,,,608.64000,613.53,31.87,161.64,1099.18,2416.40,961.62,554.07,779.21,2419.15,203.50,1603,,,,-,VALID,1,11/10/19,
22,SC19,"DGX-2H SuperPOD",NVIDIA,DDN,Lustre,10,400,249.500000,86.970000,715.760000,597.160000,zip,,sc19,2019-11-1,NVIDIA,11/12/19,111919,11/05,110519,Exascaler,5,40,"NVIDIA DGX-OS",4.02,4.15.0-50-generic,10,2,NVMe,1.92TB,"Mellanox EDR InfiniBand","Mellanox EDR InfiniBand",Exascaler,Exa5.0,10,21,NVMe,1.92TB,"Mellanox EDR InfiniBand","Mellanox EDR InfiniBand",Exascaler,Exa5.0,,,273.16000,286.17,11.16,65.59,799.58,2000.81,485.87,446.27,472.52,881.03,584.58,816,,,,-,VALID,1,11/12/19,
23,SC19,"Data Accelerator","University of Cambridge","Dell EMC",Lustre,128,2048,229.450000,131.250000,401.130000,465.590000,zip,,sc19,2019-11-49,"University of Cambridge",11/10/19,,2018-05-01,,/dac,"2.13 (tip of master branch as of running)",16,CentOS,7.7,3.10.0-957.10.1.el7.x86_64,24,1,NVMe,192GiB,NVMe,"OPA (2x OPA HFIs per server)","2.13 (tip of master branch as of running)","CentoS 7.7",24,288,NVMe,192GiB,NVMe,"OPA (2x OPA HFIs per server)","2.13 (tip of master branch as of running)","CentoS 7.7",,,341.24000,383.01,14.14,160.55,1679.63,402.08,715.50,274.07,466.83,35.93,106.30,2839,,,,-,VALID,1,11/10/19,
24,SC19,Tera-1000,CEA,DDN,Lustre,128,4096,210.260000,81.010000,545.740000,486.730000,zip,,sc19,2019-11-37,CEA,11/7/19,2019-11-10,2019-09-16,2019-11-05,Scratch,2.12.3,32,CentOS,7.6,3.10.0-957.21.3,128,1,SSD,75GB,EDR,IB-EDR,"Lustre 2.12.3","CentOS 7.6",128,128,SSD,75GB,EDR,IB-EDR,"Lustre 2.12.3","CentOS 7.6",,,836.65000,789.34,4.49,14.51,1317.85,384.57,676.12,465.51,348.60,730.73,243.33,796,,,,-,VALID,1,11/7/19,
30,SC19,WekaIO,WekaIO,WekaIO,"WekaIO Matrix",10,2610,156.510000,56.220000,435.760000,370.880000,zip,,sc19,2019-11-12,"Alexander Howard",11/12/19,,2019-11-11,,WekaIO,3.5,261,CentOS,7.6.1810,3.10.0-957.el7.x86_64,26,6,NVMe,"352.0 GB",NVMe,"Infiniband HDR",3.5,"CentOS 7.6.1810",26,156,NVMe,"352.0 GB",NVMe,"Infiniband HDR",3.5,"CentOS 7.6.1810",,,81.06000,85.54,25.64,56.16,789.96,4155.24,921.60,112.61,489.30,32.50,35.05,6846,,,,-,VALID,,11/12/19,
39,SC19,NextGENIO,EPCC,"NextGenIO (BSC & JGU)",GekkoFS,10,240,125.080000,21.470000,728.680000,379.100000,zip,,sc19,2019-11-2,"BSC Storage Team",10/6/19,,2019-01-01,2019-01-01,GekkoFS,0.6dev,24,CentOS,el7,3.10.0-862.14.4.el7.x86_64,33,2,"Intel DCPMM",2TB,,Omnipath,,,33,2,"Intel DCPMM",2,,Omnipath,,,,,67.81000,38.39,3.49,23.39,1733.37,1718.61,891.28,194.59,496.41,1625.07,313.65,608,,,,-,VALID,1,10/6/19,
52,SC19,"bracewell scratch2",CSIRO,Dell/ThinkParQ,beegfs,26,260,94.860000,69.100000,130.230000,177.590000,zip,,sc19,2019-11-4,"CSIRO IM&T",11/12/19,,,,scratch2,7.1.3,10,SUSE,"SLES 12 SP4",4.12,2,24,NVMe,384GB,NVMe,"IB EDR",7.1.3,"SLES 12 SP4",12,24,NVMe,192GB,NVMe,"IB EDR",7.1.3,"SLES 12 SP4",,,228.98000,180.44,5.43,101.64,143.57,882.77,231.88,10.95,36.15,139.09,17.56,2911,,,,-,VALID,1,11/12/19,
58,SC19,TStor3000,"State Key Laboratory of High-end Server & Storage Technology (HSS)",INSPUR,BeeGFS,10,300,82.570000,41.140000,165.710000,175.430000,zip,,sc19,2019-11-14,,11/7/19,,2019-10-10,2019-11-01,beegfs,7.1.3,30,Linux,CentOS7.6,3.10.0-957.el7.x86_64,24,3,AEP,384GB,AEP,EDR,7.1.3,CentOS7.6,24,192,NVME,384GB,NVME,EDR,7.1.3,CentOS7.6,,,105.10000,97.26,6.43,43.56,478.03,2621.06,762.01,8.47,26.92,121.68,11.87,1810,,,,-,VALID,1,11/7/19,
59,SC19,iFLYTEK,iFLYTEK,Yanrong,YRCloudFile,10,200,78.540000,13.550000,455.180000,237.640000,zip,,sc19,2019-11-10,Yanrong,11/1/19,,09/2019,10/2019,YRCloudFile,6.0,20,CentOS,7.4,4.12.14,20,1,NVMe,128GB,NVMe,"IB EDR",,7.4,10,2,NVMe,128GB,NVMe,"IB EDR",,7.4,,,33.18000,10.96,6.19,14.99,268.01,1084.31,199.00,179.91,241.76,909.83,258.90,3110,,,,-,VALID,,11/1/19,
67,SC19,EXA5-GCP-PD-SSD,"Google Cloud","Google Cloud",Lustre,200,1600,67.780000,26.930000,170.610000,155.310000,zip,,sc19,2019-11-48,"Dean Hildebrand",11/4/19,,2019-11-06,,,"EXA5 - Lustre 2.12.3",8,"CentOS 7.7",,,5,1,"Persistent Disk SSD",240GB,,,"EXA5 - Lustre 2.12.3","CentOS 7.7",100,1,"Persistent Disk SSD",240GB,,,"EXA5 - Lustre 2.12.3","CentOS 7.7",,,77.43000,102.16,4.24,15.67,143.67,593.05,100.45,118.72,113.16,183.34,46.94,725,,,,-,VALID,1,11/4/19,
69,SC19,bracewell,CSIRO,Dell/ThinkParQ,beegfs,10,160,66.800000,33.770000,132.150000,141.250000,zip,,sc19,2019-11-3,"CSIRO IM&T",11/8/19,,2018-10-02,2019-09-04,scratch2,7.1.3,16,SLES,"SLES 12 SP4",4.12,2,24,NVMe,384GB,NVMe,"IB EDR",7.1.3,"SLES 12 SP4",9,24,NVMe,192GB,NVMe,"IB EDR",7.1.3,"SLES 12 SP4",,,111.55000,92.99,2.11,59.47,152.16,921.71,230.53,11.03,38.05,130.82,18.78,2790,,,,-,VALID,,11/8/19,
74,SC19,iFLYTEK,iFLYTEK,Yanrong,YRCloudFile,10,200,63.980000,11.410000,358.870000,191.480000,zip,,sc19,2019-11-33,Yanrong,11/5/19,,09/2019,10/2019,YRCloudFile,6.0,20,CentOS,7.4,4.12.14,20,1,NVMe,128GB,NVMe,"IB EDR",,7.4,10,2,NVMe,128GB,NVMe,"IB EDR",,7.4,,,25.72000,9.58,4.48,15.33,195.20,943.16,163.99,157.20,236.34,889.57,217.29,1269,,,,-,VALID,,11/5/19,
75,SC19,AI400,DDN,DDN,Lustre,10,240,63.880000,19.650000,207.630000,159.380000,zip,,sc19,2019-11-7,"Shuichi Ihara",11/10/19,,,,AI400,2.12.58,24,CentOS,8.0,4.18.0-80.el8.x86_64,2,0,SSD,64GB,NVMe,Infiniband,2.12.58,CentOS7.6,2,12,SSD,64GB,NVMe,Infiniband,2.12.58,CentOS7.6,,,28.62000,41.72,2.96,42.19,152.84,451.97,132.76,79.65,172.59,449.93,75.15,810,,,,-,VALID,1,11/10/19,
78,SC19,"Data Accelerator","University of Cambridge","Dell EMC",Lustre,10,320,60.250000,21.730000,167.090000,142.590000,zip,,sc19,2019-11-6,"University of Cambridge",11/10/19,,2018-05-01,,/dac,"2.13 (tip of master branch as of running)",32,CentOS,7.7,3.10.0-957.10.1.el7.x86_64,24,1,NVMe,192GiB,NVMe,"OPA (2x OPA HFIs per server)","2.13 (tip of master branch as of running)","CentoS 7.7",24,288,NVMe,192GiB,NVMe,"OPA (2x OPA HFIs per server)","2.13 (tip of master branch as of running)","CentoS 7.7",,,142.40000,106.33,3.18,4.62,435.70,1184.27,129.62,29.81,59.01,65.40,10.74,7349,,,,-,VALID,1,11/10/19,
86,SC19,EXA5-GCP-PD-STD,"Google Cloud","Google Cloud",Lustre,200,1600,52.960000,17.310000,162.060000,129.520000,zip,,sc19,2019-11-45,"Dean Hildebrand",11/6/19,,2019-11-06,,,"EXA5 - Lustre 2.12.3",8,"CentOS 7.7",,,5,1,"Persistent Disk SSD",240GB,,,"EXA5 - Lustre 2.12.3","CentOS 7.7",100,1,"Persistent Disk Standard",60GB,,,"EXA5 - Lustre 2.12.3","CentOS 7.7",,,38.68000,82.50,8.47,3.32,167.63,583.86,91.02,105.95,77.63,197.42,51.28,641,,,,-,VALID,1,11/6/19,
87,SC19,Tianhe-2E,"National Supercomputing Center in Changsha","National University of Defense Technology",Lustre,10,160,52.580000,35.060000,78.860000,101.390000,zip,,sc19,2019-11-21,"Ruibo Wang",11/12/19,,2019-08-01,2019-08-01,Tianhe-FS,2.12.2,16,"Kylin Linux",4,3.10.0,40,1,SSD,1.6TB,NVMe,OPA,2.12.2,4,52,572,SSD,17.6TB,NVMe,OPA,2.12.2,4,,,185.44000,107.45,6.62,11.46,108.73,49.66,212.80,20.30,22.14,49.67,25.29,2305,,,,-,VALID,1,11/12/19,
88,SC19,Tianhe-2E,"National Supercomputing Center in Changsha","National University of Defense Technology",Lustre,10,160,50.080000,32.710000,76.670000,97.220000,zip,,sc19,2019-11-11,"Ruibo Wang",11/11/19,,2019-08-01,2019-08-01,Tianhe-FS,2.12.2,16,"Kylin Linux",4,3.10.0,40,1,SSD,1.6TB,NVMe,OPA,2.12.2,4,52,572,SSD,17.6TB,NVMe,OPA,2.12.2,4,,,172.24000,96.01,5.21,13.27,117.84,49.65,180.85,20.08,21.89,49.42,25.42,2043,,,,-,VALID,1,11/11/19,
89,SC19,weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,18,1368,48.750000,26.220000,90.620000,100.970000,zip,,sc19,2019-11-30,"Janelia Scientific Computing Systems",11/9/19,,2/2019,,wekafs,3.5.2,76,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,80,NVMe-SSD,96GB,NVMe,Ethernet,3.5.2,,,,28.56000,32.55,12.93,39.35,34.44,3067.65,34.05,10.78,195.56,77.34,10.12,767,,,,-,VALID,1,11/9/19,
446,SC19,Weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,18,1368,48.750000,26.220000,90.620000,100.970000,zip,,-,2019-11-30,"Janelia Scientific Computing Systems",11/9/19,,2/2019,,wekafs,3.5.2,76,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,80,NVMe-SSD,96GB,NVMe,Ethernet,3.5.2,,,,28.56000,32.55,12.93,39.35,34.44,3067.65,34.05,10.78,195.56,77.34,10.12,,,-,-,-,VALID,1,11/9/19,
90,SC19,"Oracle Cloud Infrastructure with Block Volume Service running Spectrum Scale ","Oracle Cloud Infrastructure","Oracle Cloud Infrastructure Block Volumes Service","Spectrum Scale",30,480,47.550000,20.380000,110.930000,106.230000,zip,,sc19,2019-11-42,"Pinkesh Valdria",10/3/19,,,,"Spectrum Scale",5.0.3.2,16,"CentOS Linux","CentOS Linux release 7.6.1810 (Core)  ",3.10.0-957.27.2.el7.x86_64,22,11,"NVMe SSD","768 GB"," iSCSI  (network attached)","25Gbps Ethernet","IBM Spectrum Scale 5.0.3.2","CentOS Linux release 7.6.1810 (Core) with Kernel (3.10.0-957.27.2.el7.x86_64)",22,11,"NVMe SSD","768 GB"," iSCSI  (network attached)","25Gbps Ethernet","IBM Spectrum Scale 5.0.3.2","CentOS Linux release 7.6.1810 (Core) with Kernel (3.10.0-957.27.2.el7.x86_64)",,,36.38000,53.59,3.61,24.55,430.84,604.52,341.63,17.93,31.54,30.86,8.72,1692,,,,-,VALID,1,10/3/19,
94,SC19,"Aspire 1","National Supercomputing Centre, Singapore",DDN,IME,10,160,43.040000,101.750000,18.210000,54.420000,zip,,sc19,2019-11-27,,10/10/19,,,,,,16,CentOS,6.10,,,,,,,,,,,,,,,,,,,,95.80000,107.80,100.03,103.75,61.59,21.73,13.46,20.14,6.29,10.76,91.62,5,,,,-,VALID,,10/10/19,
98,SC19,Penguin-ASG-NVBeeOne,"Penguin Computing Benchmarking and Innovation Lab","Penguin Computing/Excelero",BeeGFS,10,320,39.650000,17.710000,88.760000,87.370000,zip,,sc19,2019-11-18,"Kevin Tubbs",11/12/19,2019-11-11,2019-08-12,2019-08-12,BeeGFS-NVMesh,7.1.3,32,RHEL,7.6,3.10.0-957.27.2.el7.x86_64,8,4,NVMe,,EDR,EDR,7.1.3,"RHEL 7.6",8,72,NVMe,,NVMe,EDR,7.1.3,"RHEL 7.6",,,30.96000,57.52,1.76,31.46,156.84,1681.39,120.22,7.85,25.48,107.33,7.33,772,,,,-,VALID,1,11/12/19,
101,SC19,HAL,CNES,DDN,"Spectrum Scale",96,96,37.160000,9.710000,142.200000,97.900000,zip,,sc19,2019-11-5,"Florent  Ventimiglia & Guillaume Eynard-Bontemps",11/8/19,,2017-01-01,2019-09-24,/work,4.2.3-18,1,CentOS,7.6.1810,3.10.0-957.12.2.el7.x86_64,2,12,NVMe,192GB,NVMe,"IB EDR",4.2.3-18,7.6.1810,4,300,SSD,192GB,SAS,"IB EDR",4.2.3-18,7.6.1810,,,62.64000,72.33,0.09,20.86,144.07,277.73,111.90,18.27,108.14,234.03,28.98,2786,,,,-,VALID,1,11/8/19,
102,SC19,weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,10,1440,36.550000,18.580000,71.900000,77.140000,zip,,sc19,2019-11-26,"Janelia Scientific Computing Systems",11/8/19,,2/2019,,wekafs,3.5.2,144,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,80,NVMe-SSD,96GB,NVMe,Ethernet,3.5.2,,,,27.19000,16.00,12.06,22.73,34.64,2295.84,33.41,9.71,111.38,43.15,8.88,648,,,,-,VALID,1,11/8/19,
447,SC19,Weka,"Janelia Research Campus, HHMI",WekaIO,wekaio,10,1440,36.550000,18.580000,71.900000,77.140000,zip,,-,2019-11-26,"Janelia Scientific Computing Systems",11/8/19,,2/2019,,wekafs,3.5.2,144,Scientific-Linux,7.7,3.10.0-957.10.1.el7.x86_64,,,,,,,,,20,80,NVMe-SSD,96GB,NVMe,Ethernet,3.5.2,,,,27.19000,16.00,12.06,22.73,34.64,2295.84,33.41,9.71,111.38,43.15,8.88,,,-,-,-,VALID,1,11/8/19,
105,SC19,HAL,CNES,DDN,"Spectrum Scale",96,96,34.760000,8.510000,141.990000,93.600000,zip,,sc19,2019-11-44,"Florent Ventimiglia & Guillaume Eynard-Bontemps",11/12/19,,2017-01-01,2019-09-24,work,4.2.3-18,1,CentOS,7.6.1810,3.10.0-957.12.2.el7.x86_64,2,8,NVMe,128GB,Infiniband,IB-EDR,4.2.3-18,7.6.1810,8,300,SSD-HDD,128,Infiniband,Infiniband,4.2.3-18,7.6.1810,,,63.01000,71.72,0.05,22.31,127.33,275.04,110.60,19.05,110.56,232.81,29.34,2965,,,,-,VALID,1,11/12/19,
106,SC19,GELous,"Genomics England",WekaIO,,10,1400,34.380000,15.170000,77.890000,76.060000,zip,,sc19,2019-11-16,"Qaiser Shah",6/24/19,,04/19,,Matrix,3.4.0,140,,,,0,,,,,,,,24,10,SSD,,NVMe,Ethernet,,,,,10.04000,30.98,9.49,17.96,27.43,3380.21,28.87,4.54,1097.68,205.91,4.32,114,,,,-,VALID,,6/24/19,
